Name,Gender,Age,Div,Ctry,Time
Schumacher Barbara J.,F,50,35,USA,235.52
Beeman Michael,M,55,775,USA,292.38
Carson Shannon A.,F,43,836,USA,269.82
Jowdy Jenny,F,35,2964,USA,273.15
Mandel Neil S.,M,58,461,USA,258.85
Greer Stephanie,F,20,917,USA,229.88
Scott Virginia C.,F,30,277,CAN,212.27
Koenigsberg Elizabeth W,F,31,1601,USA,244.33
Whitty Sharon,F,28,2559,CAN,260.73
Jun Je Won,M,54,1374,KOR,281.05
Ricker Kimberly M.,F,45,100,USA,236.68
Delaney Nancy R,F,46,166,USA,238.02
Nacionales Judi T,F,43,593,USA,255.08
Bruce Rob,M,55,503,CAN,270.88
Jenkins Carolyn H.,F,27,943,USA,231.27
Tricozzi Elizabeth J.,F,30,2464,USA,260.77
Gibbons John R.,M,50,1441,USA,288.83
Martland Terri L,F,58,18,USA,242.05
Dolan Elizabeth,F,27,1204,USA,236.17
Hayes Ariel,F,32,1854,USA,247.55
Cameron Andrea,F,52,157,CAN,256.20
Hahn-Gallego Julia,F,44,364,USA,242.72
Jones Amy L,F,38,3195,USA,280.07
Lopez Julio A.,M,56,192,USA,237.17
Garner Alexandra M.,F,26,702,CAN,225.08
Christoffersen Amber,F,30,1865,USA,248.63
Paul John F.,M,57,804,USA,299.45
Sterrett Nicole F,F,37,1382,USA,238.70
Frink Laura,F,34,1185,USA,235.03
Eagleman Andrea N,F,31,2222,USA,254.87
Sawaya Dick,M,63,288,USA,275.47
Hasegawa Naomi,F,46,333,JPN,251.12
Nees Alexis,F,44,166,USA,229.45
Attwood Alexis R.,F,29,3302,USA,285.15
Gegick Gary J.,M,52,785,USA,248.05
Hrabchak Rick,M,52,1689,USA,321.72
Kang Suk Ho,M,50,1217,KOR,270.25
Keifer David W,M,65,42,USA,268.77
Oneil Judy,F,50,88,USA,247.82
Kvilhaug Joseph F.,M,61,199,USA,264.38
Franklin Maureen M,F,47,91,USA,231.88
Maya Lorena,F,41,287,MEX,241.15
Sniffen Tamara,F,38,2034,USA,256.52
Uribe Roman,M,58,610,MEX,273.30
Fiume Amy,F,50,85,USA,246.38
Polhemus Rachel,F,37,2042,USA,250.80
Howell Joe,M,56,741,USA,287.95
Gaughan Jill N,F,34,1569,USA,242.80
McMillan Leslie A.,F,33,2741,USA,268.25
Lucka Kristina,F,31,1195,USA,235.25
Smith Stacy A.,M,51,634,USA,242.03
Agnello Kimberly A,F,37,1711,USA,244.53
Haswell Merritt,F,28,2629,USA,264.30
Boyle Sheila D,F,45,92,USA,232.63
Nachmias Melissa B,F,44,67,USA,218.85
Ryan Laura J.,F,41,366,USA,241.97
Palencik Tim,M,59,851,USA,303.42
Janzen Charlene Y,F,39,2797,CAN,267.95
Fern Jessica K.,F,27,2677,USA,263.87
Oblinger Jennifer A.,F,28,3305,USA,285.55
Scott Kirstin W.,F,28,993,USA,236.55
Karl Renee E.,F,31,1308,USA,237.80
Givens James,M,54,367,USA,228.53
Witt Michael A.,M,53,1205,USA,269.38
Gilbertson Crystal D,F,30,1270,USA,236.52
Slavik Angel,F,33,2543,USA,261.63
Searcy Juliane,F,30,1653,USA,244.68
Gee Kristel,F,30,2993,USA,275.02
Green Elle,F,31,2938,USA,271.22
Durant Elizabeth T.,F,50,99,USA,247.87
Bedigian Kimberly,F,42,606,USA,259.12
Wendel Jonathan F.,M,57,466,USA,259.00
Vismara Patricia,F,36,4167,BRA,341.68
Blewis Megan E,F,31,1687,USA,243.63
Hollis Lauren A.,F,26,1983,USA,250.18
Bennett Wayne A. Jr.,M,54,986,USA,263.33
Floyd Betty G.,F,55,295,USA,322.92
Destefano Michelle,F,43,480,USA,247.65
Szymanski Cybil,F,33,2044,USA,255.78
Raupp Jay,M,56,571,USA,272.00
Hines Katie,F,29,4064,USA,332.20
Morley Rebecca J,F,32,2795,CAN,273.28
Deveber Graham A,M,60,437,CAN,298.80
Henson Kelly S.,F,42,1111,USA,282.47
OLearySheriB,F,30,3836,USA,317.18
Polk Cara J,F,30,2188,USA,253.92
Scheider Jessica,F,28,445,USA,217.57
Grube Laure,F,48,326,USA,251.12
Lee Steve,M,55,413,USA,263.42
Klick Tara,F,30,291,USA,212.30
Walker Gary R,M,60,458,USA,302.47
Boucher Paul J.,M,56,676,USA,280.28
Patten Bernard,M,57,317,USA,249.18
McGuire Misty,F,39,2893,USA,275.58
Croonen Werner,M,57,269,USA,244.93
Landers Shannon M,F,27,2048,USA,252.28
Sedillo Danielle,F,33,1827,USA,247.42
Siskind Sarah R.,F,20,1911,USA,252.13
Pelton Greg,M,50,1176,USA,271.83
Clarke Jennifer,F,39,2570,USA,263.03
Eden Jennifer L.,F,39,1222,USA,236.52
Tissera Jorge Sr.,M,56,567,ARG,270.65
Adams Barbara E,F,25,937,USA,231.50
Burke Kristin,F,26,1917,USA,251.40
Dowling Ellen M,F,39,2477,USA,260.60
Pimentel Linsey A.,F,27,2835,USA,268.48
Worthen Leslie,F,28,2372,USA,263.32
Greer Marissa,F,28,724,USA,225.75
Krakoff Penny,F,27,2319,USA,261.02
McDougall Stephen D.,M,50,550,NZL,237.18
Laycock Kendra,F,48,117,CAN,235.48
Duckett Josie,F,32,1658,USA,242.93
Pilote Marie Eve,F,37,2033,CAN,256.37
Norris Alison T.,F,37,2115,USA,254.15
Tillinghast Erica A.,F,29,2829,USA,268.23
Seitz Maggie,F,24,3433,USA,290.25
Neufeld Jill,F,46,289,CAN,248.77
Moleiro Isabel,F,44,421,POR,245.28
McCarthy Christie L.,F,37,2426,CAN,258.77
Graham Robert,M,56,182,USA,237.38
Dalton Paulette J.,F,28,2165,CAN,253.45
Mullen Tesha R.,F,30,3372,USA,287.52
Hyatt Robert,M,50,1490,USA,291.53
Zobler Marian,F,48,826,USA,277.90
Heverly Sarah B.,F,31,1950,USA,249.70
Boynton Bridget,F,28,1245,USA,238.70
Paulsen Jill N.,F,40,846,USA,265.22
Labrosse Emilie,F,35,423,CAN,217.35
Hynes Heather M,F,37,1760,CAN,246.28
Gray Alison T.,F,27,3301,USA,286.07
Jones Sophie M.,F,27,365,GBR,220.32
Agtarap Christie,F,47,54,USA,224.57
Nagamoto Yoshihito,M,61,41,USA,232.33
Feathers Lori A,F,43,357,USA,241.58
Cleminson Michelle P,F,41,212,USA,232.65
Destiny Ortiz,F,37,1424,USA,242.88
Monk Annette D,F,28,1016,USA,236.75
Edenhofer Horst,M,60,100,SUI,247.92
Ewing Audra,F,30,1213,USA,236.58
McNaught-Davis Krista M.,F,31,1240,USA,235.90
Saillant Meredith,F,40,106,USA,223.63
Maki Yamaguchi,F,43,1054,JPN,277.68
Graf Bruce H,M,59,680,USA,281.07
Eschete Heather S.,F,27,2717,USA,265.57
Pouliot Gerry R.,M,52,1006,USA,258.85
Ochs Roger,M,50,1324,USA,276.82
Biggs Amy L,F,46,870,USA,279.52
Evans Monte,M,60,162,USA,259.88
Borgman Anne E.,F,44,1148,USA,286.08
Markewich Cari M.,F,37,1483,CAN,240.58
Koch Danielle M.,F,27,2180,USA,254.45
Dimmig Robert L.,M,51,957,USA,256.28
Pollard Bruce,M,56,389,CAN,254.77
Wood Kirkam,M,57,195,USA,243.35
Sheely Jennifer,F,34,2120,USA,249.90
Lay Sharon E,F,50,147,USA,254.97
Sacrey Elizabeth B.,F,39,1282,USA,236.87
Crocker Dwight R,M,55,816,USA,298.10
Fisse Catherine,F,47,734,USA,271.88
Dodge Jennifer,F,41,681,USA,257.70
Richter Benjamin,M,55,819,USA,302.93
Azarang Mohammad R.,M,55,476,USA,268.07
Laramee Bryna,F,29,837,USA,228.37
Blackham Amie,F,33,1908,USA,247.90
Reme Chantal,F,47,53,USA,224.73
Toth Tammy,F,37,583,USA,221.55
Blackmore Larry G,M,55,871,CAN,313.15
Sekella Julie,F,36,4232,USA,351.55
Duncan Jessica,F,26,3370,USA,287.47
Judge Jasmin,F,32,566,CAN,222.97
Kruse Lisa M.,F,29,1354,USA,238.12
Geoghegan Claudine,F,37,1895,USA,248.15
Heard Michael J,M,56,485,USA,271.62
Adams David R,M,56,254,USA,243.80
Erickson Amy L.,F,24,811,USA,228.40
Baquis George D.,M,56,846,USA,302.78
Klimack Zoe R,F,30,3728,CAN,307.30
Ruland Jennifer,F,30,2150,CAN,253.48
Lizarraga Beatriz Eugenia,F,31,1955,MEX,249.70
Halpin Marie P.,F,43,753,USA,261.10
Gilmore Jennifer A.,F,38,1644,CAN,244.28
Nunez Gloria,F,37,544,USA,220.72
Werner Miriam,F,37,2353,USA,262.17
Polow David,M,58,444,USA,259.70
Lewis Jerry H.,M,55,686,USA,286.38
Southworth Julie,F,24,1503,USA,241.78
Poyant Stephanie,F,29,4147,USA,339.23
Buccino Daniel L.,M,50,1873,USA,420.38
Otto Kevin,M,57,384,GBR,254.37
Ohara Naomi,F,37,3180,JPN,278.85
Connell Carey,F,28,1380,USA,240.48
Sturtz Skip,M,52,629,USA,240.60
Bannai Cathryn F.,F,46,82,JPN,231.50
Okawa Miyuki,F,44,924,CAN,270.03
Lee Yp Stella,F,37,907,SIN,230.10
Pedde Meredith L,F,31,4187,USA,343.62
Willenborg Alyson,F,25,2320,USA,261.85
Peters Jill,F,46,193,USA,241.37
Legarreta Ileana P.,F,40,259,MEX,240.88
Nagy Darrell S,M,58,1042,USA,385.02
Tawil Saul M.,M,50,746,USA,246.50
Duffaure Francois,M,52,922,FRA,259.22
Cramer Debra L.,F,54,100,USA,248.58
Jones Amanda W,F,35,2793,USA,271.87
La Croix Kimberly W.,F,29,2611,USA,267.38
Husty Krisitn L.,F,34,2503,USA,261.07
Smith Danielle,F,34,3451,USA,293.95
Birosh Barry A.,M,51,1325,CAN,282.30
Smith Shannon,F,46,38,USA,221.72
Izzo Molly,F,48,343,USA,251.45
Hogarth Shannon,F,28,3320,USA,286.33
Flood Dennis,M,58,440,CAN,259.67
Kramer Andrea J.,F,22,440,USA,218.42
Newton Alyssa,F,21,2336,USA,258.40
Savering Rachel T.,F,27,3215,USA,281.23
Smith Michele,F,30,2343,USA,261.53
Fox Rachel,F,34,3171,CAN,280.82
West Andrea D.,F,31,1611,USA,243.28
Pepple Micaela C.,F,32,468,USA,221.38
Bomberg Annette,F,49,724,DEN,271.13
Prescott Tami L,F,45,466,USA,258.23
Han Seung H.,M,56,538,USA,269.12
Mack Kathleen M.,F,27,2148,USA,252.55
Stortz Laura E.,F,26,2577,USA,262.87
Hackney Kelsey H.,F,24,475,USA,223.75
Hoppe Richard,M,57,184,USA,236.65
Barry Martin J.,M,55,150,USA,233.23
Hollenhorst Thomas M.,M,57,362,USA,252.42
Farrugia Julie,F,24,2523,USA,261.35
Taylor Gregory A.,M,65,35,USA,271.28
Kasprenski Robin,F,44,277,USA,237.85
Britt Faye,F,37,1504,USA,240.47
Davies Danielle M.,F,28,1951,USA,254.72
Jortberg Laura K,F,45,45,USA,222.52
Holmes Lauren E.,F,41,969,USA,273.02
Ballard Brett M.,M,58,755,USA,294.52
Hornung Megan,F,26,2117,USA,253.53
Werner Corey A,F,29,3084,USA,277.75
Loan Tamara M,F,31,1105,USA,233.43
Iacono David A.,M,50,1549,USA,298.23
Aviles Kelley A,F,45,75,USA,228.90
Foley Lori L.,F,35,2399,USA,258.95
Middaugh Rick,M,57,656,USA,281.95
Mercier Gina,F,35,3059,USA,275.72
Jimenez Wayne,M,55,780,USA,295.77
Greene Ella Z.,F,25,533,USA,220.58
Sellers Lindsay,F,34,1081,USA,234.52
Strand Randi,F,34,1652,USA,243.63
Phyo Pa Panyeinn,F,26,641,USA,224.13
DAlbeyLaura,F,30,1041,GBR,235.42
Wigler Mark T.,M,63,498,USA,310.77
Strong Melissa,F,41,1267,USA,300.27
Delfeld Lauren M.,F,23,2832,USA,268.82
Sullivan Maura,F,47,823,USA,277.20
Connor Cathy J.,F,46,518,USA,261.38
Leahy Katherine A.,F,43,1082,USA,279.65
Aber Jennifer L,F,35,1916,USA,248.77
Speshyock Amanda K,F,30,1770,USA,245.65
Peterson Rebecca M,F,39,1862,USA,248.20
Lysne Karis,F,38,1775,USA,246.13
Ryan Molly,F,35,307,USA,212.78
Bennett Eleanore F.,F,33,2703,GBR,265.45
Fitzgerald Lindsey,F,23,1828,USA,247.97
Hoffert Brianne,F,31,2002,USA,250.37
MacGillivray Bruce,M,58,556,CAN,270.82
Neugebauer Amy J,F,38,1350,USA,243.55
Tice Hollie N,F,39,1349,USA,238.52
Gallagher Elizabeth A.,F,19,1717,USA,246.20
Baker James A.,M,61,580,USA,334.68
Wong W,M,56,1060,USA,407.73
Martinez Richard D,M,55,803,USA,300.90
OGradySheila,F,34,1685,USA,244.07
Foster Sarah J.,F,32,2313,USA,256.97
Kwok Margaret,F,46,147,USA,237.27
Markee-Gaine Shannon L.,F,41,702,USA,263.67
Widberg Andrea M.,F,37,1335,USA,237.58
Schomburg Lauren,F,25,3209,USA,280.57
Morrow Allison J,F,26,1164,USA,240.07
Blue Madelyn,F,30,2397,USA,258.07
Case Kristina A.,F,39,2456,USA,259.55
Leung Christine,F,32,2716,USA,266.20
Seitz Anne,F,26,3434,USA,290.25
Hempstead Julie E,F,31,1510,USA,241.43
Dreckmann Amanda K.,F,28,2692,USA,266.33
Woodland Tara,F,32,3646,USA,301.52
Nakanishi Toshihide,M,65,11,JPN,246.28
Sherman Michelle L,F,46,271,USA,247.50
Roche Mairead,F,48,261,CAN,247.43
Moore Keith R,M,55,199,USA,238.42
Goetz Abbey,F,23,1984,USA,250.18
Kamela Ed,M,52,992,USA,258.18
Rowley Becky,F,48,422,USA,255.57
Siwicki Kathleen,F,37,2927,USA,269.30
Juzwiak-Tiziana Jessica,F,31,4129,USA,339.00
Maciag Karolina,F,30,758,USA,226.05
Rust Amberlee A,F,38,1193,USA,236.05
Judd Sarah,F,35,3545,USA,300.63
Nelson Rebecca L.,F,38,1440,USA,240.83
Black Jillian,F,22,1656,USA,243.98
Staszak Natalie A,F,29,2576,USA,262.10
Sykes Marlene,F,29,1900,CAN,248.35
Harris David E,M,62,208,USA,265.77
Spivey Genevieve,F,35,1343,USA,237.93
Parker Allison M.,F,30,2574,USA,263.02
Bechtel Laura K.,F,29,1056,USA,232.95
Couto Bethany,F,26,2284,USA,256.13
Radak Sharon A,F,45,591,USA,269.55
Baniak Mary J,F,39,3042,USA,275.05
Martin Angela M,F,36,1355,USA,238.02
Friese Paul,M,55,899,USA,312.00
Pirog John D.,M,55,859,USA,305.07
Halstead Amy M.,F,37,2401,USA,261.03
Delaney Kristin P,F,27,1897,USA,250.95
Schrumm Kate,F,28,3201,USA,283.70
Polson Mae L,F,28,3136,USA,278.10
Lee Debbie J,F,32,1725,USA,250.38
Strong Rozanne,F,51,291,USA,274.53
Vonschantz Deana,F,48,712,USA,271.07
Richter Michelle L.,F,41,319,USA,239.75
Asgeirsson Amanda K,F,25,2582,USA,262.43
Adamski Craig J,M,55,534,USA,269.17
Springer Kim E,F,38,3169,USA,279.92
Harvey Alyssa S,F,32,1743,USA,244.82
Cronin Laura M.,F,34,2826,USA,272.40
Broekhof Joop,M,62,443,NED,303.97
Davis Michael C.,M,55,728,USA,292.45
Kostouros Christina,F,39,989,USA,232.42
Claycomb Denise M,F,36,2976,USA,272.40
Davis Denise,F,38,2458,USA,264.17
Pragluski-Walsh Sara J.,F,33,893,USA,229.68
Mathews Lena,F,31,600,USA,222.03
Bianco Michele,M,44,1679,ITA,288.07
Ferretti Elisabetta,F,40,471,USA,248.10
Conley Maria,F,48,256,USA,246.38
Cameron Scott,M,53,1538,CAN,298.33
Isaacson Steve,M,46,1809,USA,280.73
Kass Maya P,F,41,1117,USA,284.22
Schwiesow Sarah,F,43,218,USA,234.47
Fogg Bob,M,55,520,USA,269.18
Inderbitzin Cary T,M,57,744,USA,289.53
Westfall Kristin,F,29,4448,USA,376.55
Tong Tafline,F,24,407,CAN,221.93
Strawhacker Kristen,F,23,2533,USA,262.17
Couture Jean V,M,58,490,CAN,265.73
Mecklenburg Steven W.,M,57,303,USA,252.65
Evans Shira B,F,27,1814,USA,246.92
Jelley Susan,F,46,133,GBR,236.63
Thelen Shirley,F,41,1042,USA,278.48
Sikora Michelle,F,41,603,USA,254.80
Kull Richard J,M,55,732,USA,291.53
Ruel Brigitte,F,47,233,CAN,248.33
Schiess Lothar,M,63,246,GER,271.32
Zech Thelen Kara,F,39,1258,USA,238.10
Ortega Cardoso Raonel Sr.,M,56,766,MEX,291.75
Siemon Anna,F,28,2690,USA,270.78
Letvin Hayley J.,F,25,1368,USA,239.78
Beard Kari E.,F,42,1163,USA,289.93
Plude Kristin L,F,31,2465,USA,260.93
Donchak Lisa C,F,24,2984,USA,274.08
Sell Jolene,F,24,1715,USA,245.33
Shanley Bridget,F,30,517,USA,225.45
Gross Michael,M,50,1170,USA,268.62
Devine David C.,M,57,239,USA,245.85
Le Tina M.,F,38,1699,USA,245.50
Galloway Joy,F,28,602,USA,223.65
Flogel Sarah A,F,27,3810,USA,317.75
Lawrence Lisa,F,51,34,USA,235.67
Avena Richard,M,58,837,USA,300.88
Thayer Jerry A,M,57,381,USA,255.12
Saffran Art,M,56,667,USA,294.55
Sim Jong Ki,M,56,862,KOR,306.42
Yoshimura June,F,33,1116,USA,234.88
Kugler Becki Sue,F,31,3783,USA,312.37
Mack Katherine,F,29,815,USA,229.25
Richard Jennifer M.,F,24,1402,USA,240.30
Pelletier Fred,M,54,1651,CAN,318.55
Mulligan Zita R.,F,51,33,CAN,235.00
Finn Elisabeth,F,44,764,USA,262.15
Gagnon-Lever Julie A.,F,32,770,CAN,227.85
Mayo Erin K,F,29,1586,CAN,243.47
Yong Lai Chee,F,40,362,SIN,242.65
Chryssis Lindsay C.,F,26,476,USA,219.82
Marinelli Andy,F,26,901,USA,230.95
Choi Stephanie,F,20,1869,USA,249.92
Gomez Gamboa Natalia,F,42,872,CAN,269.40
Fernandez Lindsy M,F,27,2414,USA,263.10
Robinson Megan T,F,41,199,USA,232.53
Young Lisa J,F,36,2047,USA,255.02
Cappiello Martin R.,M,55,345,USA,252.13
OFlynnNancyM.,F,45,283,USA,249.13
Higgins Michael,M,57,502,USA,267.57
Reasoner Lauren,F,27,3128,USA,278.55
Saravanos Costas,M,60,392,USA,293.03
Ross Kerry,F,44,257,UAE,237.58
Fetterolf Jennifer L,F,41,33,USA,212.45
Hubbell Christina G,F,32,1428,USA,240.37
Poell Mary,F,51,74,USA,244.58
Pedersen Tom,M,60,135,USA,256.70
Lundberg Charleen M.,F,49,127,USA,236.17
Maile Laura,F,42,868,USA,272.33
Mason Johnny,M,55,370,USA,253.83
Asciutti Stefania,F,33,1418,USA,240.48
Smith Kenna J.,F,27,1919,USA,249.37
Mendoza Willy F,M,60,484,USA,307.85
Cunningham Laura M,F,35,3740,USA,308.73
Hirochi Makiko,F,36,1231,CAN,237.42
Hoekstra Gabrielle E.,F,18,3248,USA,283.12
Ellena Sonya,F,31,2983,USA,274.57
Humerickhouse David S,M,55,677,USA,279.35
Young Kasey D,F,31,1721,USA,246.05
Kliethermes Stephanie,F,27,1544,USA,242.47
Dyckes Paul,M,51,1316,USA,277.38
Olafsdottir Unnur M.,F,55,14,ISL,242.55
Gabler Lauren J,F,28,1179,USA,236.10
Schneider Danielle R,F,26,915,USA,231.35
Brundage Chelsea D,F,32,1352,USA,242.30
Sundin Annette,F,45,102,CAN,234.90
Hewson Brooke L,F,44,150,CAN,228.63
Nuckols Cherie G,F,39,3213,USA,282.52
Ward Caroline H.,F,34,2114,USA,254.15
Embler Ruth M.,F,55,9,USA,229.10
Riley Kelly,F,35,933,USA,231.78
Brandt Valerie M,F,30,1785,USA,247.63
King Elizabeth,F,26,1268,USA,237.13
Stafstrom Kristina C.,F,24,2394,USA,262.35
Tennant Rosaura,F,52,37,USA,237.32
Barthelemy Jean-Luc,M,57,662,FRA,279.88
Prentiss Robert,M,56,257,USA,244.67
Winegardner Joseph E.,M,56,229,USA,241.82
Peters Audrey N.,F,20,806,USA,232.57
Bostock Jody A,F,29,3574,USA,299.03
Henninger Keely A,F,19,3801,USA,313.38
Morales Tom G.,M,50,851,USA,253.28
Kaplan Jennifer,F,45,592,USA,266.40
Loew Elizabeth,F,40,352,USA,242.53
Morgan Marci,F,35,2369,USA,259.52
Okazaki Thomas Y,M,55,98,USA,226.77
Ferguson Katie,F,30,1162,USA,236.70
Vasington Erin,F,47,227,USA,244.35
Willard Raymond D.,M,62,547,USA,326.25
Wallace Heather D.,F,41,632,USA,256.80
Bradham Sarah A,F,36,1842,USA,252.78
Ciampa Gina M,F,35,2430,USA,260.55
Watson Jean A.,F,53,72,USA,244.70
Leger Elyse,F,40,158,CAN,233.88
Cheung Jenny,F,31,3490,CAN,294.17
Freeland Thomas W,M,56,948,USA,333.08
Saunders Melissa S.,F,33,3244,USA,283.63
Bogan Lesley,F,25,3148,CAN,278.20
Williams Nicole A,F,41,565,USA,253.00
Chahl Tara,F,35,1764,CAN,246.73
Orten Mercedes E.,F,28,1083,USA,233.85
Sanders Erin,F,33,2602,USA,265.38
Goodman Dean,M,60,163,USA,260.62
Findley Jennifer E,F,43,802,USA,264.57
Odegaard Marte,F,30,2971,NOR,272.85
Mills Eve,F,46,449,USA,257.75
Hingle Laura,F,47,467,USA,254.25
Antinora Laurielyn,F,48,142,USA,237.48
Anderson John A.,M,63,138,CAN,256.05
Hayley Karen,F,43,748,CAN,263.58
Clayson Annie G,F,34,2608,USA,264.83
Carpenter Shannon B.,F,29,1925,CAN,249.67
Morehouse Quynn W.,F,30,1962,CAN,250.78
Dietz Jessica,F,30,3270,USA,287.77
Hughes Claudine,F,42,446,IRL,246.53
Cantner Karl E,M,55,515,CAN,273.07
Gorman-Smith Alexandra,F,30,869,USA,229.50
Tremont Colleen M,F,26,2522,USA,262.57
Reddick Patricia A.,F,51,220,CAN,265.67
Williams Max,M,62,173,USA,260.92
Callas Lara A,F,42,120,USA,230.43
Hammers Pam,F,41,560,USA,252.87
Lopez Claudio N. Sr.,M,57,330,CHI,250.43
Johnson Lindsay M.,F,30,3506,USA,295.18
Murphy John F.,M,60,172,USA,261.70
Bleiman Soll Susan,F,48,1149,USA,303.58
Moore Kim K,F,44,1241,USA,298.68
Morroni Laura N.,F,24,1953,USA,250.65
Kolpa Stanley M,M,60,300,USA,278.88
Larosa Cristella V.,F,41,1357,USA,319.25
Bates Mike,M,56,291,USA,242.25
Flores Elizabeth R.,F,35,2258,USA,257.37
Bourbonniere Paul,M,58,323,CAN,249.88
Berg Emily A.,F,25,2591,USA,261.87
Jensen Anne E,F,33,595,USA,222.92
McGroerty Caitlin B.,F,25,814,USA,228.43
Jourdin Genevieve,F,57,50,FRA,260.12
Aranowitz Stephanie,F,41,404,USA,245.85
Molczan Aliah,F,27,1062,USA,237.23
Trimble Patty,F,44,918,CAN,273.27
Holland Stuart,M,55,935,USA,322.75
Chang Jennifer,F,36,1799,USA,248.70
Wong Mandy,F,26,1714,USA,245.18
Rogers Annette,F,26,4474,USA,387.03
Coffey Taylor S.,F,29,1597,USA,244.97
Theorin Leah J,F,25,2637,USA,269.40
Chan Sonia,F,30,2751,USA,273.62
Eckes Barbara,F,56,131,USA,284.35
Jones Tracey A,F,46,368,USA,253.25
Oliver Fred W.,M,61,134,CAN,256.02
Archer Karen,F,39,1279,CAN,238.72
Kalb Julia R,F,35,2441,USA,263.85
Boyd Ronda L.,F,52,211,USA,270.15
Scaranti Adriana,F,39,556,BRA,222.00
Pollock Kerry R,F,35,2709,USA,267.12
Barana Victoria,F,32,1910,USA,249.23
Vaillancourt Leanne M.,F,23,1728,USA,246.62
Havens Shannon,F,39,3520,USA,295.85
James Kimberly,F,37,2882,USA,270.63
Hedlin Rachel M,F,31,2280,USA,257.42
Schricker Madelyn A.,F,23,3797,USA,314.98
Nierva Katherine F.,F,29,2074,USA,255.57
Williamson Gillian A,F,50,282,CAN,271.58
Fortin Susan C,F,42,790,USA,264.40
Norris Kristin,F,43,335,USA,240.62
Tamada Kaori,F,42,373,JPN,244.05
Kronengold Laurel,F,39,776,USA,228.28
Pulkkinen Karen R,F,27,3760,USA,310.18
ODonnellElisabethA.,F,27,1497,USA,241.40
Currie Meghan,F,26,2860,USA,274.02
Young Corinne,F,39,816,USA,228.60
Martin Libby S,F,37,2590,USA,263.90
Collatz Sarah C,F,35,2103,USA,261.97
Healy Megan,F,39,3528,USA,295.40
Van Gerpen Katrina,F,32,2410,USA,260.08
Carter Elizabeth,F,29,3218,USA,282.28
Ormsby Haley,F,33,1123,USA,236.28
Moore Fiona A.,F,41,239,USA,236.75
Cyrus Lesley,F,37,2476,USA,261.53
Shahid Aliyah,F,28,1286,USA,240.70
Glowicki John D.,M,57,734,USA,288.62
Dixon Ashley S.,F,23,2556,USA,267.68
Mitchell Lindsay A.,F,26,3243,CAN,282.83
Yost Marielle,F,47,189,USA,241.93
Allen Ralph E,M,61,45,USA,234.70
Lurie Alyssa A.,F,20,2204,USA,259.05
Cahoy Whitney,F,32,2411,USA,260.30
MacKinnon Sarah R.,F,29,2739,CAN,267.42
Brodeur Fanny,F,33,1260,CAN,237.33
Livesay Margaret,F,39,737,USA,229.52
Nelson Lisa M.,F,30,2005,USA,255.28
Greenlee Lauren F,F,33,2216,USA,255.53
McLellan Mark C.,M,52,1557,USA,304.22
Shavitzky Orit,F,41,973,ISR,272.52
Etter Laree L,F,44,678,USA,258.25
Marshall Angela M.,F,44,90,USA,224.13
Boulton Alan C.,M,57,633,USA,276.57
Legault Kenneth W.,M,55,353,USA,256.30
Sudol Dawn M,F,27,1936,USA,250.40
Williams Mary,F,37,1880,USA,249.07
Conlon Robin A,F,37,1577,USA,244.22
Dominick Kim,F,45,112,USA,238.63
Grayson Harrison,M,60,111,USA,251.00
Planteen Gwen,F,43,534,USA,252.05
Hardman Laine M,F,42,63,USA,219.77
Parent Rachael L,F,36,2586,USA,264.20
Zeibin Jim S.,M,55,712,CAN,284.73
Sharfman Zona,F,35,1452,USA,242.20
Michaud Melissa A.,F,27,3208,USA,281.52
Dawkins Mary K,F,25,4230,USA,347.67
Rowan Kayleigh E,F,22,1453,USA,241.38
Lohmann Melissa,F,24,3488,USA,298.67
Lovejoy Jami,F,26,3066,USA,277.17
Schmidt Joni M.,F,35,243,USA,214.92
Amyot Danielle,F,39,1023,CAN,232.87
Brown Lauren D,F,27,442,USA,222.63
Guzzo Christina,F,27,930,CAN,231.87
Kwon Yi-Joo,M,66,73,USA,285.82
Allen Megan,F,42,226,USA,238.43
Kolosso Trish M.,F,34,1320,USA,247.28
Denholm Chantal,F,33,1202,CAN,236.48
Hatano Mari,F,46,643,JPN,269.18
Spitler Mann III,M,63,445,USA,301.98
Hurst Jana L.,F,40,1151,USA,295.43
Rose Erin C,F,33,2682,USA,266.28
Williams Penny,F,32,686,USA,229.27
Johnson Laurence R.,M,60,607,USA,346.22
Smith Ellice,F,27,2811,USA,269.42
Finnegan Hillary B,F,31,1297,USA,241.15
Ridings Gina M,F,41,433,USA,246.63
Fowler Britny,F,27,3771,USA,311.78
Zell Kendall L.,F,26,1255,CAN,237.55
Randall Amber M,F,24,3114,USA,277.32
Schoof Patricia,F,50,142,USA,255.43
Chlebicki Gregory,M,62,262,USA,272.62
Van Kleeck Michelle,F,36,1684,USA,249.15
Hagenbuch Jessica A.,F,33,785,USA,228.35
Skokos Callie,F,44,176,USA,231.20
Scotti Michael,M,55,492,USA,265.22
Bruyere Emily,F,35,2122,USA,255.17
Purdy Meghan T.,F,24,216,USA,211.00
Walsh Rick M.,M,53,1584,USA,303.77
Hawkes Abbie R.,F,28,2770,USA,271.63
Watanabe Seiko,F,34,1533,USA,242.62
Buck Melina M.,F,26,1250,USA,238.95
Louderback Kristin L.,F,29,4148,USA,344.70
Russo Kathleen,F,52,36,USA,236.18
